NODE_ID,NODE_TYPE,NODE_NAME,y좌표,x좌표
1220027300,101,서정빌딩,127.0317641,37.49358408
1220019100,104,일원지하차도(동측),127.0778857,37.48743133
1220029100,101,은마상가,127.0625127,37.49590191
1220019300,101,우성캐릭터-빌,127.0504817,37.48722799
1220023700,101,대치초교,127.0617875,37.49018951
1220023200,101,타워팰리스,127.0558081,37.48964895
1220018100,101,우성캐릭터 199,127.0527622,37.48635686
1220015500,101,대모산입구,127.0798889,37.48273278
1220043100,101,봉은사삼거리,127.0563357,37.5135539
1220016800,101,광평로_양재대로_진출,127.075975,37.48522788
1220017100,101,일원지하차도(서측),127.07381,37.4850189
1220047200,101,삼성월드타워아파트,127.0437571,37.51766977
1220028700,101,진달래아파트,127.049838,37.49527111
1220028600,101,대곡초등학교,127.0649534,37.49503285
1220028200,101,역삼중,127.0484135,37.49478539
1220058600,101,극동Gallery,127.0369328,37.52879241
1220036300,101,금강타워,127.0507966,37.50506614
1220006900,101,대청아파트앞(수서경찰,127.0783353,37.49475402
1220015600,104,일원터널(남측),127.0772751,37.48278904
1220046000,101,삼광빌딩,127.0515926,37.51628803
1220035400,101,포스코 the #,127.058296,37.50375748
1220023600,101,옥신타워,127.0334051,37.49011144
1220035700,101,빅토리아오피스텔,127.0472051,37.50396268
1220042100,101,한주빌딩,127.0251793,37.51227954
1220052400,101,동궁타운앞,127.0413839,37.52347244
1220047400,101,강남구노인복지회관,127.0410157,37.51793298
1220030000,101,광진빌딩,127.0455174,37.49683194
1220014700,101,동진빌딩,127.0474717,37.4788116
1220029900,101,롯데백화점앞,127.054736,37.49687563
1220038700,101,삼성동현대백화점,127.0594375,37.50773802
1220052100,101,웅가프라자,127.0332768,37.52302992
1220026500,101,청실종합상가,127.0598387,37.49296778
1220046300,101,송암빌딩,127.0354014,37.51649972
1220048800,101,트리스빌딩,127.0347087,37.51965022
1220058900,101,치안센터,127.0352267,37.52911714
1220048500,101,청담역,127.0526272,37.51925911
1220033300,101,국민제1빌딩,127.0685911,37.5013512
1220058200,101,코끼리상가,127.0312574,37.52860935
1220053400,101,신한양빌딩,127.0395856,37.52465142
1220053800,101,KT신사지사앞,127.0283906,37.52455574
1220036700,101,성원빌딩,127.0484719,37.50567143
1220057700,101,(주)LG상사,127.0336022,37.52789658
1220044100,101,고려빌딩,127.0330411,37.51471018
1220030900,101,현민빌딩앞,127.0588972,37.49824239
1220033200,101,일월빌딩앞,127.0383924,37.50126544
1220041300,101,YMCA,127.0375185,37.50966678
1220045900,101,유경빌딩앞,127.0381896,37.51628903
1220044000,101,한국건설기술회관,127.0353842,37.51464147
1220032500,101,강남파이낸스센터,127.0356918,37.50044684
1220042700,101,우리은행논현2동지점,127.03537,37.51324688
1220014900,101,영동2교(북단)_양재천길_,127.0441677,37.48115483
1220039100,101,봉암빌딩,127.0372251,37.50830452
1220048100,101,강남세무서,127.0479895,37.51844528
1220058000,101,한양아파트36동,127.0383933,37.52842005
1220048400,101,앙드레김,127.0262538,37.51894094
1220051500,101,영부빌딩앞,127.0359657,37.52219596
1220043000,101,국제빌딩앞,127.0286136,37.51333562
1220050000,101,신천지빌딩,127.0317317,37.52085626
1220035500,101,세방빌딩,127.0493797,37.50372902
1220058300,104,압구정고가차도(북측),127.0268876,37.52872443
1220046200,101,한국산업경제연구원,127.0415467,37.5165125
1220038800,101,스포월드주유소,127.0393623,37.50776129
1220057900,101,갤러리아백화점(명품관,127.0391535,37.52820525
1220037900,101,선릉공원,127.0469736,37.50710596
1220040600,101,경복아파트후문,127.0400948,37.50916531
1220038600,101,사조빌딩,127.0638727,37.50754763
1220044200,101,아이캐슬빌딩,127.0304242,37.51470612
1220034600,101,진선여고,127.0497345,37.50296425
1220032300,101,우석빌딩,127.0602007,37.50019138
1220036500,101,이글빌딩,127.0573951,37.50544216
1220042800,101,기린건축백화점,127.0311012,37.51331612
1220039300,101,원혜빌딩,127.0557904,37.50845381
1220040800,101,삼성역 Iriver,127.0646731,37.50935283
1220028900,101,대림역삼아파트,127.0460863,37.49559208
1220058700,101,구정중교,127.0325687,37.52903094
1220048300,101,구산빌딩,127.0284592,37.51891884
1220033400,101,디오빌역삼,127.0433745,37.50137689
1220047300,101,영동호텔,127.0234461,37.51775911
1220035800,101,삼부오피스빌딩,127.0420435,37.50421494
1220051800,101,영동소방,127.0373846,37.5226568
1220056300,101,갤러리아백화점(명품관,127.0423229,37.5274015
1220031700,101,한은금융결재원,127.0375982,37.49936776
1220057800,101,우리은행압구정역지점,127.0301751,37.52810305
1220058800,101,YOHAN빌딩,127.0357726,37.52899209
1220049200,101,청담천주교회,127.0496436,37.51996175
1220033700,101,L.G강남타워앞,127.0363326,37.50213503
1220033600,101,서울르네상스호텔앞,127.0411786,37.50212987
1220056500,101,태승빌딩,127.0335482,37.52758191
1220034900,101,삼성제일빌딩,127.0443229,37.50307698
1220025500,108,수서IC5,127.0948837,37.49211997
1220026400,101,수서IC_남부순환로_진입_,127.1004398,37.49311514
1220025800,108,수서IC4,127.0944827,37.49217469
1220026600,101,수서IC_남부순환로_진출_,127.1003579,37.49320563
1220045000,108,동부간선도로-봉은사로,127.0665873,37.51543219
1220041400,101,스타디아빌딩,127.0664624,37.50989243
1220046500,108,올림픽대로-테헤란로북6,127.0662259,37.51660446
1220003700,101,개포1차주공아파트,127.0614637,37.48197945
1220001000,101,서울무역전시장,127.0712145,37.49425584
1220004200,101,개포제6공원,127.0463855,37.48492799
1220028400,101,수서IC_남부순환로_진입_,127.0946918,37.49474615
1220027800,101,수서IC_남부순환로_진출_,127.0946392,37.49464647
1220005300,101,개포3동사무소,127.0690435,37.48956805
1220003800,101,강남수도사업소,127.0476543,37.4832504
1220031100,101,개나리아파트,127.0447139,37.49854349
1220006600,101,역삼초교,127.0334219,37.49409318
1220001700,101,휘문고교,127.0651488,37.50522978
1220057300,101,갤러리아압구정,127.0407038,37.52781376
1220043400,101,학동역,127.0307352,37.5140004
1220052200,101,학동사거리,127.0391509,37.52319666
1220037400,101,포스코사거리,127.0566376,37.50686929
1220043800,101,코엑스,127.0602309,37.51426548
1220053000,101,청담사거리,127.0473766,37.5242378
1220048200,101,청담공원,127.0502476,37.51884535
1220038300,101,CHA 여성의학연구소,127.0338895,37.50732931
1220054500,101,영동대교남단삼거리,127.0545162,37.525067
1220010000,101,압구정역,127.0283806,37.52717607
1220048900,101,강남을지병원사거리,127.0281037,37.51970813
1220059000,101,성수대교남단사거리,127.0338093,37.52917667
1220035900,101,선릉역,127.0490277,37.50448759
1220045300,101,서울세관,127.0353879,37.51542693
1220040300,101,삼성역,127.0631551,37.50888752
1220041800,101,삼릉공원,127.0438706,37.51028768
1220039900,101,경복아파트,127.0384786,37.50867595
1220049500,101,경기고교앞,127.0570637,37.52008552
1220046900,101,강남구청역,127.0412907,37.51723201
1220020000,101,수서역,127.101689,37.48736195
1220011100,101,세곡동사거리,127.1082728,37.46476903
1220005100,101,삼성의료원앞,127.0818245,37.48880331
1220021100,101,매봉터널,127.0498597,37.48842717
1220017900,101,매봉역,127.0454058,37.48632535
1220034100,101,르네상스호텔,127.0427921,37.50261626
1220007700,101,도성초교,127.050864,37.50055602
1220025900,101,도곡1동사무소입구,127.0408963,37.49239586
1220028000,101,대치역,127.0632416,37.49452838
1220006500,101,대청역,127.0795588,37.49367408
1220029300,101,한티역,127.0529089,37.49629717
1220031500,101,국기원입구,127.0310323,37.49901218
1220013900,101,구룡터널,127.0587882,37.47600799
1220003500,101,구룡초교,127.0538009,37.48109623
1220000300,101,구룡마을입구,127.0647854,37.47923745
1220042400,101,차관아파트,127.0533321,37.51304394
1220050700,101,도산대로사거리,127.0338642,37.52154577
1220034700,101,대치사거리,127.0586456,37.5031065
1220029500,101,학여울역,127.0699454,37.49651279
1220000500,101,개포주공4단지아파트,127.0755561,37.48622139
1220003900,101,일원역,127.0838592,37.48330456
1220005700,101,일원1동사무소앞,127.0883266,37.4907004
1220031300,101,은마아파트입구,127.0609312,37.49887508
1220032800,101,대치우성아파트,127.0674597,37.50099903
1220006000,101,영희초교,127.0807787,37.49103346
1220027600,101,영동세브란스,127.0467436,37.49419961
1220022800,101,영동5교(남단),127.0660514,37.48914066
1220032700,101,역삼역,127.0369311,37.50082508
1220029000,101,역삼세무서,127.039254,37.49585332
1220022100,101,공무원연금매점,127.0741855,37.48876352
1220024400,101,대모산입구역,127.0727197,37.49141805
1220015300,101,개포3.4단지,127.0703225,37.4825477
1220007600,101,탄천1교(서단),127.0798632,37.49945363
1220059500,101,한양아파트81동,127.0416392,37.53055493
1220005500,101,일원초교,127.0772599,37.49058763
1220025300,101,수서IC_국가지원지방도23,127.0987473,37.49182999
1220017700,101,경기여고,127.0675326,37.48619329
1220023900,101,덕흥조경,127.0350837,37.49062946
1220004700,101,개포초교,127.0707885,37.48723555
1220024100,101,도곡역,127.0554122,37.49092811
1220027500,101,수서IC_남부순환로_진출_,127.0975075,37.49383156
1220026800,101,수서IC_남부순환로_진출_,127.0970339,37.49310723
1220026900,101,수서IC_남부순환로_진입_,127.0967059,37.49322551
1220026100,101,수서IC_남부순환로_진출_,127.0977741,37.49248786
1220026200,101,수서IC_남부순환로_진입_,127.0977527,37.49259463
1220009700,102,봉은초교,127.0600111,37.52109394
1220006200,101,수서경찰서,127.0762387,37.49259079
1220023400,101,수서IC_국가지원지방도23,127.0990615,37.48978901
1220016500,101,개포고교,127.0580197,37.48482283
1220024500,101,수서IC_국가지원지방도23,127.0980016,37.49109798
1220025100,101,수서IC_남부순환로_진출_,127.0975956,37.49179919
1220025400,101,수서IC_남부순환로_진입_,127.0975892,37.49218182
1220006400,101,대청초교,127.0869113,37.49347652
1220064200,101,영동대로_양재대로_진입,127.0746468,37.48568695
1220064300,101,양재대로_광평로_진출,127.0747338,37.48560395
1220064500,101,수서아파트6단지601동,127.1038045,37.48785648
1220064400,101,삼성의료원본관,127.0846874,37.48735283
1220063800,102,현대3차아파트63동,127.0335798,37.53257549
1220063900,102,현대3차아파트95동,127.0350644,37.53223393
1220064000,108,영동대로_올림픽대로_진,127.0553643,37.52329882
1220064100,108,올림픽대로_동부간선도,127.06659,37.51650979
1220116500,104,위례터널(서측),127.1140666,37.46548865
1220014600,101,숯내교(서단),127.1142276,37.47833408
1220147200,101,서울율현초교,127.10688,37.47332042
1220148400,101,서울세곡2지구,127.1168691,37.47454237
1220148500,101,율현2빗물펌프장,127.1192061,37.47122664
1220150600,104,구룡지하차도(동측),127.0550293,37.47402378
1210049800,101,한남IC_잠원로_진입_2,127.0172366,37.52143672
1210050600,108,한남IC10,127.0144201,37.52239584
1210015200,105,서초구-강남구경계(3),127.0653449,37.46939138
1210049700,101,한남IC_잠원로_진입_1,127.0164283,37.52110315
1210051100,108,한남IC8,127.0146791,37.5253724
1210050500,101,한남IC_강남대로_진출_2,127.0175845,37.52226838
1210033200,101,준빌딩,127.0283966,37.49633108
1210046500,101,원빌딩,127.0208154,37.51220056
1210043400,101,청하빌딩,127.0232774,37.50706512
1210042500,101,강남대로-강남대로동37,127.0238755,37.50581344
1210017100,101,두상빌딩,127.0465366,37.47584613
1210028400,101,부영빌딩,127.0318923,37.48903195
1210029200,101,푸르덴셜타워,127.0313812,37.49008697
1210032500,101,청남빌딩앞,127.0291858,37.49467645
1210035400,101,대동빌딩앞삼성고객프,127.0269101,37.49950353
1210019900,101,영동2교,127.0432209,37.48150604
1210025100,101,양재빌딩,127.0382204,37.48514888
1210024700,104,양재지하차도(동측),127.0360474,37.48484701
1210040400,101,교보타워사거리,127.0244864,37.50452127
1210024100,101,양재역,127.0340609,37.4845806
1210028900,101,뱅뱅사거리,127.0316412,37.48957912
1210016400,101,국악고교앞,127.0487342,37.47373448
1210019000,101,포이사거리,127.0445917,37.47830114
1210020600,101,삼일조명,127.0429599,37.4819563
1210026200,101,양재전화국,127.0413533,37.48558425
1210034100,101,강남역,127.0276432,37.4979857
1210046000,101,논현역,127.0213298,37.51111341
1210047200,101,강남웨딩문화원,127.0199989,37.51459888
1210012800,101,서초구-강남구경계(2),127.0902829,37.46345242
1210050300,105,서초구-강남구경계(4),127.0177619,37.52177397
1210047900,101,신사역,127.019562,37.51612591
2040015700,105,-,127.1079236,37.46221399
2040019100,105,-,127.1225711,37.4669665
1230112800,105,서울시-성남시경계,127.1272434,37.46844995
