지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 강남구 논현동 209-5 ,서울특별시 강남구 학동로38길 6 (논현동),마마,202962.9957,445815.0736
서울특별시 강남구 역삼동 825-24 ,서울특별시 강남구 강남대로84길 15 2층 209호 (역삼동),위스키 바움,202562.7319,443869.2751
서울특별시 강남구 청담동 18-2,서울특별시 강남구 선릉로148길 52-5 지하1층 (청담동),보이드,203820.6464,446717.1311
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 837-13번지 ,서울특별시 강남구 강남대로66길 14 지상1층 104호 (역삼동),더위스키( the whisky ),202746.0401,443281.217
서울특별시 강남구 신사동 666-25번지 지하1층 ,서울특별시 강남구 도산대로53길 14 (신사동지하1층),전자신발,203338.7451,446868.47
서울특별시 강남구 논현동 33 ,서울특별시 강남구 도산대로26길 23 지하1층  B01호 (논현동),더33,202424.5947,446158.2444
서울특별시 강남구 도곡동 411 빌딩 숨,서울특별시 강남구 논현로 176 빌딩 숨 지상1층 (도곡동),뮤잇,203621.8448,442563.6408
서울특별시 강남구 대치동 896-9번지 지하1층 ,서울특별시 강남구 선릉로86길 28 지하1층 (대치동),녹스(NOX),204533.707,444597.7418
서울특별시 강남구 역삼동 790-10 청연빌딩,서울특별시 강남구 논현로71길 6 청연빌딩 지상1층 (역삼동),마론,203376.52,443662.86
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 삼성동 152-55 2층 ,서울특별시 강남구 삼성로104길 18 (삼성동2층),신라양꼬치,204903.9542,445422.0103
서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩,서울특별시 강남구 테헤란로 322 한신인터밸리24빌딩 지하2층 B104호 (역삼동),오늘도 빙수 강남점,204044.7899,444529.8404
서울특별시 강남구 삼성동 153-28번지 지상2층 ,서울특별시 강남구 삼성로104길 28 지상2층 (삼성동),도쿄째즈,204967.0666,445447.2332
서울특별시 강남구 논현동 60-8번지 ,서울특별시 강남구 도산대로 216 지상1 2층 (논현동),씬(ssiin),202624.9215,446421.0368
서울특별시 강남구 신사동 638-2 ,서울특별시 강남구 압구정로 306 지하1층 6호 (신사동),쎄쎄쎄푸드빌리지,202993.4378,447400.3036
서울특별시 강남구 청담동 134-20 청담 삼익상가 ,서울특별시 강남구 학동로101길 26 청담 삼익상가 지상1층 163호 (청담동),몰트앤캐스트 molt and cast,205034.1584,446675.9324
서울특별시 강남구 역삼동 793-43번지 ,서울특별시 강남구 도곡로13길 8 1층 103호 (역삼동),지코바,203168.2295,443289.0376
서울특별시 강남구 삼성동 159-7번지 현대백화점 ,서울특별시 강남구 테헤란로 517 현대백화점 지하1층 (삼성동),번패티번 현대백화점 무역센터점,205210.3588,445154.4223
서울특별시 강남구 역삼동 677-5 남전타운 ,서울특별시 강남구 언주로93길 21 남전타운 지하1층 (역삼동),르네상스 티파니,203495.9292,444569.7869
서울특별시 강남구 삼성동 156-6번지 1층 ,서울특별시 강남구 삼성로96길 3 1층 (삼성동),문배동육칼(삼성점),204893.9948,445173.0048
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 817-21 일우빌딩지상6층 ,서울특별시 강남구 강남대로96길 17 (역삼동일우빌딩지상6층),클럽맘보,202441.5187,444214.652
서울특별시 강남구 논현동 22-0번지 논현(아)201동지하1층10호 ,서울특별시 강남구 강남대로146길 28 (논현동논현(아)201동지하1층10호),심플,201934.4076,445832.3372
서울특별시 강남구 역삼동 699-14 ,서울특별시 강남구 언주로98길 15 지상1층 (역삼동),메이크 샐러드 선릉점,203744.042,444759.2639
서울특별시 강남구 역삼동 827-69번지 ,서울특별시 강남구 강남대로78길 33 지하1층 (역삼동),세븐,202758.9551,443716.9088
서울특별시 강남구 역삼동 641-15 상준빌딩 ,서울특별시 강남구 테헤란로25길 26 지상1층 (역삼동 상준빌딩),수에뉴(sueno),203067.495,444451.555
서울특별시 강남구 청담동 100-16 명성빌딩,서울특별시 강남구 압구정로73길 5 명성빌딩 지하1층 (청담동),아우라,204016.5339,447159.557
서울특별시 강남구 삼성동 169-6번지 라스칼라 ,서울특별시 강남구 테헤란로103길 10 12층 (삼성동),더킹브로잉컴퍼니,205625.2739,445333.5175
서울특별시 강남구 역삼동 817-18 ,서울특별시 강남구 강남대로96길 15 지하1층 (역삼동),하이퍼,202427.4911,444209.2755
서울특별시 강남구 역삼동 817-18 ,서울특별시 강남구 강남대로96길 15 지하1층 (역삼동),하이퍼,202427.4911,444209.2755
서울특별시 강남구 역삼동 635-13 ,서울특별시 강남구 강남대로94길 27 지상2층 201호 (역삼동),마유유 강남역점,202534.7533,444185.7883
서울특별시 강남구 신사동 576-3번지 지하1층 ,서울특별시 강남구 압구정로28길 22-9 (신사동지하1층),피터폴앤드메리,202297.4819,446978.0023
서울특별시 강남구 논현동 209-3번지 ,서울특별시 강남구 학동로 228 (논현동),클럽하우스,202938.113,445827.4349
서울특별시 강남구 역삼동 708-1번지 ,서울특별시 강남구 테헤란로 328 지하1층 101호102호 (역삼동 동우빌딩),토종시골집,204142.44,444617.02
서울특별시 강남구 삼성동 77-28 ,서울특별시 강남구 영동대로115길 15 지상1 2층 (삼성동),헤븐몰,205118.6677,445806.6071
서울특별시 강남구 신사동 551-35 ,서울특별시 강남구 논현로161길 49 지하1층 B01호 (신사동),코모루,202084.1385,446702.4138
서울특별시 강남구 논현동 63-9번지 ,서울특별시 강남구 언주로149길 5-3 (논현동),요기당,202916.7469,446456.8889
서울특별시 강남구 신사동 661-12번지 지하1층 ,서울특별시 강남구 압구정로50길 5-10 (신사동지하1층),노른자,203384.2609,447267.2009
서울특별시 강남구 역삼동 751-17,서울특별시 강남구 역삼로 137 지상3층 301호 (역삼동),금선,202978.9463,443595.9848
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 신사동 524-22번지 ,서울특별시 강남구 압구정로4길 13-12 1층 (신사동),뮬라,201815.8543,446641.1237
서울특별시 강남구 개포동 186-12번지 지상1층 ,서울특별시 강남구 개포로82길 7 지상1층 2호 (개포동),뻑꺼구이촌,205884.3741,442955.2669
서울특별시 강남구 역삼동 747-10번지 ,서울특별시 강남구 논현로75길 13 (역삼동),닭갈비두목,203266.8108,443782.1934
서울특별시 강남구 논현동 242-14 GOOD ,서울특별시 강남구 선릉로127길 10 GOOD 지하1층 (논현동),지안정,203541.9893,445931.575
서울특별시 강남구 역삼동 825-24 ,서울특별시 강남구 강남대로84길 15 지하1층 B126호 (역삼동),박과장 떡볶이,202562.7319,443869.2751
서울특별시 강남구 논현동 242-22 미림빌딩 ,서울특별시 강남구 선릉로129길 9-7 미림빌딩 지상1층 (논현동),한사발포차,203556.9249,445954.8432
서울특별시 강남구 신사동 512-18 ,서울특별시 강남구 강남대로152길 13 지상1층 (신사동),신사숙녀,201742.6635,446130.8692
서울특별시 강남구 역삼동 669-2번지 지상1층 ,서울특별시 강남구 논현로98길 12 지상1층 (역삼동),전봇대,203186.335,444612.58
서울특별시 강남구 논현동 163-12 환희빌딩,서울특별시 강남구 학동로2길 55 환희빌딩 지상1층 (논현동),계승집,202036.7562,445098.4904
서울특별시 강남구 논현동 182-28번지 지상1층 ,서울특별시 강남구 봉은사로1길 32 지상1층 (논현동),김봉남포차 영동시장점,202094.9439,444956.8285
서울특별시 강남구 역삼동 682-16번지 ,서울특별시 강남구 선릉로107길 4 1층 (역삼동),후웨이즈텐카민(Huis ten carmine),203803.4864,445225.3052
서울특별시 강남구 신사동 658 로데오현대상가 109호 ,서울특별시 강남구 압구정로50길 28 (신사동로데오현대상가 109호),밀크포차,203221.941,447193.6445
서울특별시 강남구 역삼동 825-24번지 ,서울특별시 강남구 강남대로84길 15 지하1층 B128B129(1/2)호 (역삼동 강남역효성해링턴타워더퍼스트),빨봉분식,202562.7319,443869.2751
서울특별시 강남구 도곡동 942-9 ,서울특별시 강남구 강남대로58길 19 1층 (도곡동),고래똥,202908.5511,443054.6911
서울특별시 강남구 신사동 502-1 비율라빌딩 ,서울특별시 강남구 강남대로 628 비율라빌딩 지상2층 (신사동),무지개포차,201653.2075,446184.4291
서울특별시 강남구 논현동 233번지 ,서울특별시 강남구 논현로114길 14 1층 (논현동),돼지연구소(2호점),202989.3647,445162.987
서울특별시 강남구 삼성동 40-9번지 ,서울특별시 강남구 선릉로112길 31 지상1층 101호 (삼성동),철수포차,203999.0683,445523.6614
서울특별시 강남구 대치동 66-0번지 ,서울특별시 강남구 영동대로 210 (대치동),욕지도횟집,206228.0746,443988.3864
서울특별시 강남구 역삼동 635-4번지 지상1층 ,서울특별시 강남구 테헤란로7길 22 (역삼동지상1층),얼큰이 찌게마을 역삼점,202658.6222,444251.0707
서울특별시 강남구 논현동 98-12 청호불교문화원 ,서울특별시 강남구 언주로148길 14 청호불교문화원 라동 1층 113호 (논현동),달잔,203121.2036,446464.38
서울특별시 강남구 역삼동 740,서울특별시 강남구 테헤란로20길 25 지상2층 (역삼동),명성 양갈비전문점,203019.119,443994.0409
서울특별시 강남구 신사동 648-9번지 산딸기빌딩 ,서울특별시 강남구 도산대로49길 17 산딸기빌딩 지상4층 (신사동),성지,203202.9373,446878.4891
서울특별시 강남구 대치동 507-1 풍림프라자 ,서울특별시 강남구 남부순환로 2942 풍림프라자 지하1층 149호 (대치동),압구정푸드,205448.46,443488.295
서울특별시 강남구 역삼동 741-11 ,서울특별시 강남구 논현로85길 47 (역삼동),2001강남메밀&돈까스,202971.5176,443975.6181
서울특별시 강남구 도곡동 418-10번지 지하1층 ,서울특별시 강남구 논현로38길 38-3 (도곡동지하1층),이모포차,203915.466,442581.6219
서울특별시 강남구 삼성동 165-0번지 지하1층 ,서울특별시 강남구 영동대로106길 38 (삼성동지하1층),산적포차,205605.2353,445750.9801
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 신사동 504-11,서울특별시 강남구 강남대로 652 지상1층 106호 (신사동),콜렉터 제로원,201620.4462,446358.5428
서울특별시 강남구 신사동 508-10번지 ,서울특별시 강남구 강남대로158길 13 지상1층 101호 (신사동),원조옛날순대전문점,201700.6691,446313.0951
서울특별시 강남구 일원동 681-7번지 ,서울특별시 강남구 일원로9길 17 지하1층 (일원동),또바기포차,207269.0257,443078.4866
서울특별시 강남구 논현동 112-14 ,서울특별시 강남구 선릉로131길 18 (논현동),머드내 갈비살,203422.6988,446154.6053
서울특별시 강남구 신사동 627-27번지 ,서울특별시 강남구 언주로153길 10-6 지상12층 (신사동),메이,202794.2396,446765.5282
서울특별시 강남구 신사동 657-4,서울특별시 강남구 선릉로157길 27-4 지상1층 (신사동),하얀상회,203226.4658,447097.4071
서울특별시 강남구 삼성동 106-8 제일빌딩 ,서울특별시 강남구 영동대로112길 9 제일빌딩 지상1층 5호 (삼성동),남도회집이어요,205318.9965,445888.9428
서울특별시 강남구 역삼동 825-24 ,서울특별시 강남구 강남대로84길 15 지하1층 B126호 (역삼동),박과장 떡볶이,202562.7319,443869.2751
서울특별시 강남구 논현동 234-2 ,서울특별시 강남구 논현로114길 10 102호 (논현동),신천할매 떡볶이,202955.3246,445149.3328
서울특별시 강남구 수서동 723-0번지 수서6단지(아)상가지하1층12호 ,서울특별시 강남구 광평로56길 11 (수서동수서6단지(아)상가지하1층12호),쎄바,209229.4829,442795.7508
서울특별시 강남구 대치동 922-23번지 ,서울특별시 강남구 선릉로64길 5 지하1층 (대치동),포차어게인,204586.86,443967.2748
서울특별시 강남구 대치동 1019-12번지 ,서울특별시 강남구 삼성로 229 (대치동),방이샤브칼국수,205336.355,443934.37
서울특별시 강남구 논현동 113-20번지 지상1층 ,서울특별시 강남구 언주로134길 35 (논현동지상1층),꼼터,203323.8487,446121.1925
서울특별시 강남구 역삼동 628-11번지 ,서울특별시 강남구 논현로 535 1층 (역삼동),칠성집,203027.235,444653.705
서울특별시 강남구 역삼동 707-34 한신인터밸리24빌딩,서울특별시 강남구 테헤란로 322 한신인터밸리24빌딩 제지하2층 제비121호 (역삼동),삼탱이시래기밥,204044.7899,444529.8404
서울특별시 강남구 역삼동 825-20번지 강남역 센트럴 푸르지오 시티 ,서울특별시 강남구 테헤란로4길 6 강남역 센트럴 푸르지오 시티 지하2층 B209호 (역삼동),대사시미,202520.9722,443946.8329
서울특별시 강남구 논현동 182-28번지 지상1층 ,서울특별시 강남구 봉은사로1길 32 지상1층 (논현동),김봉남포차 영동시장점,202094.9439,444956.8285
서울특별시 강남구 역삼동 740,서울특별시 강남구 테헤란로20길 25 지상2층 (역삼동),명성 양갈비전문점,203019.119,443994.0409
서울특별시 강남구 대치동 957-22번지 지하1층 ,서울특별시 강남구 삼성로82길 15 (대치동지하1층),성북동왕돈까스,205146.4423,444793.7588
서울특별시 강남구 신사동 539번지 ,서울특별시 강남구 도산대로15길 6 지상1층 (신사동),와라야키 쿠이신보,202063.6027,446263.8066
서울특별시 강남구 논현동 255-10번지 지상1층 ,서울특별시 강남구 봉은사로47길 60 지상1층 (논현동),하연 한정식,203471.0482,445714.734
서울특별시 강남구 역삼동 738-17 ,서울특별시 강남구 논현로85길 5-13 2층 주방1호 (역삼동),여로집,203198.5565,444024.179
서울특별시 강남구 역삼동 655-2 ,서울특별시 강남구 언주로107길 27 지하1층 (역삼동),제곱,203206.7952,445007.8721
서울특별시 강남구 신사동 660-8번지 (지하1층) ,서울특별시 강남구 압구정로 334 (신사동(지하1층)),잘아는밥집,203293.5726,447323.7373
서울특별시 강남구 개포동 1231-11번지 1층 101호,서울특별시 강남구 개포로22길 26 1층 101호 (개포동),생선구이 앤 오리로스 주물럭,204222.2644,441682.582
서울특별시 강남구 논현동 187-4 지하1층 ,서울특별시 강남구 강남대로118길 62 (논현동지하1층),터치쿡이모야두마리찜닭달려라짬뽕,202391.7339,444990.4696
서울특별시 강남구 도곡동 957-11번지 극동스타클래스 ,서울특별시 강남구 남부순환로 2615 지상1층 109호110호 (도곡동 극동스타클래스),정금식당,203092.722,442550.6346
서울특별시 강남구 역삼동 697-11번지 ,서울특별시 강남구 선릉로93길 18 (역삼동),후,204069.1371,444786.1165
서울특별시 강남구 논현동 182-28번지 지상1층 ,서울특별시 강남구 봉은사로1길 32 지상1층 (논현동),김봉남포차 영동시장점,202094.9439,444956.8285
서울특별시 강남구 대치동 901-72,서울특별시 강남구 삼성로75길 26-8 지상1층 (대치동),고래향,204870.6911,444599.1486
서울특별시 강남구 역삼동 834-27 성욱빌딩,서울특별시 강남구 역삼로8길 21 성욱빌딩 지상1층 103호 (역삼동),삼진어묵당 역삼본점,202962.3379,443399.0585
서울특별시 강남구 역삼동 655-4,서울특별시 강남구 언주로107길 25 지하1층 (역삼동),나르샤,203223.0397,445015.797
서울특별시 강남구 삼성동 162-1번지 1층 ,서울특별시 강남구 봉은사로 626 1층 (삼성동),삼정,205581.11,445821.275
서울특별시 강남구 일원동 644-11번지 ,서울특별시 강남구 양재대로55길 5 (일원동),포차친구,207695.5,443230.945
서울특별시 강남구 역삼동 810-3번지 지하1층 ,서울특별시 강남구 봉은사로2길 17 (역삼동지하1층),감성캠핑맥주,202229.3432,444590.1346
서울특별시 강남구 일원동 663-4번지 지상1층 ,서울특별시 강남구 일원로3길 48 지상1층 (일원동),김준석꼬치,207346.0408,443344.6186
서울특별시 강남구 삼성동 151-23 지상1층 ,서울특별시 강남구 삼성로104길 8 (삼성동지상1층),신사골감자탕 삼성점,204822.3516,445386.4134
서울특별시 강남구 논현동 165-17 ,서울특별시 강남구 봉은사로1길 39 1층 101102호 (논현동),유로포차,202046.303,445003.4397
서울특별시 강남구 논현동 184-29,서울특별시 강남구 봉은사로1길 18 지상2층 (논현동),브이로그,202124.9891,444866.3105
서울특별시 강남구 도곡동 416-1 ,서울특별시 강남구 논현로38길 26 (도곡동),오늘와인한잔 매봉역점,203794.93,442565.8956
서울특별시 강남구 역삼동 810-3번지 지하1층 ,서울특별시 강남구 봉은사로2길 17 (역삼동지하1층),감성캠핑맥주,202229.3432,444590.1346
서울특별시 강남구 역삼동 683-36번지 지상2층 ,서울특별시 강남구 선릉로 551 (역삼동지상2층),감자바우,203944.06,445068.045
서울특별시 강남구 대치동 890-38번지 ,서울특별시 강남구 테헤란로70길 16 지상1층 B-2호 (대치동),소노식당,204647.4212,444687.5061
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 817-21 지상1층 ,서울특별시 강남구 강남대로96길 17 (역삼동지상1층),용용선생 강남역점,202441.5187,444214.652
서울특별시 강남구 역삼동 722 경남아파트 ,서울특별시 강남구 언주로85길 13 상가동 지상1층 113호 (역삼동 경남아파트),부엉이제면소,203671.6457,444263.0752
서울특별시 강남구 신사동 652-5,서울특별시 강남구 도산대로49길 6-5 지상1층 (신사동),다이브에스프레소클럽,203260.0825,446801.9064
서울특별시 강남구 역삼동 832-33번지 성우스타우스오피스텔 ,서울특별시 강남구 역삼로4길 16 성우스타우스오피스텔 지하1층 B06호 (역삼동),김충기 꽃삼겹,202762.269,443356.7877
서울특별시 강남구 역삼동 776-18번지 지상1층104호 ,서울특별시 강남구 논현로68길 4 (역삼동지상1층104호),코페아,203500.9516,443584.8332
서울특별시 강남구 논현동 165-16 호서빌딩 ,서울특별시 강남구 봉은사로1길 37 호서빌딩 2층 (논현동),엔틱정 강남논현점,202051.1112,444990.887
서울특별시 강남구 대치동 896-43 ,서울특별시 강남구 선릉로86길 44 지상1층2층 (대치동),용용선생 선릉점,204641.1513,444641.6056
서울특별시 강남구 신사동 536번지 ,서울특별시 강남구 강남대로156길 46 지상23층 (신사동),회장님댁(신사점),201928.7222,446309.7394
서울특별시 강남구 삼성동 49-11 세창빌딩 ,서울특별시 강남구 봉은사로 467 세창빌딩 지상1층 (삼성동),앙마꼬치,204406.059,445593.1006
서울특별시 강남구 신사동 663-2 ,서울특별시 강남구 압구정로50길 25 지상1층 (신사동),동굴,203285.4275,447152.4058
서울특별시 강남구 역삼동 735-17번지 ,서울특별시 강남구 논현로85길 52 2층 205-1호 (역삼동 역삼푸르지오시티),스시산원(청),202905.3032,443996.9848
서울특별시 강남구 신사동 541-17 ,서울특별시 강남구 가로수길 10 지상2층 (신사동),막이오름 가로수길점,202002.6264,446261.5042
서울특별시 강남구 역삼동 809-2 ,서울특별시 강남구 봉은사로2길 10 지하1층 (역삼동),오술차 강남역점,202184.184,444638.0553
서울특별시 강남구 일원동 663-4번지 지상1층 ,서울특별시 강남구 일원로3길 48 지상1층 (일원동),김준석꼬치,207346.0408,443344.6186
서울특별시 강남구 청담동 118-7 플럭서스 빌딩 ,서울특별시 강남구 압구정로 455 플럭서스 빌딩 지상6층 (청담동),명월당,204077.9248,447066.7996
서울특별시 강남구 신사동 642-18,서울특별시 강남구 압구정로48길 36-2 지상1층2층 (신사동),난동,203170.8003,447107.7636
서울특별시 강남구 대치동 897-13 ,서울특별시 강남구 선릉로86길 10 지상2층 (대치동),연더그레이,204411.8613,444539.629
서울특별시 강남구 신사동 616-2 우미빌딩 ,서울특별시 강남구 압구정로 224 우미빌딩 지상1층 112호 113호 115호 (신사동),원주추어탕,202772.9683,447366.5394
서울특별시 강남구 논현동 182-24 석광빌딩,서울특별시 강남구 강남대로118길 21 석광빌딩 지상2층 (논현동),판판서양주점,202146.8961,444970.2089
서울특별시 강남구 논현동 163-17 상당빌딩,서울특별시 강남구 강남대로122길 15 상당빌딩 지상1층 101호 (논현동),우슴,202066.6944,445103.8044
서울특별시 강남구 역삼동 699-8번지 ,서울특별시 강남구 언주로98길 11 지상1층 (역삼동),접객,203714.5098,444766.0601
서울특별시 강남구 신사동 662-15,서울특별시 강남구 선릉로161길 15 1층 (신사동),와일드버팔로,203395.4253,447220.441
서울특별시 강남구 대치동 936-31 ,서울특별시 강남구 선릉로 310 (대치동),전가 BY 서초집,204614.1344,443913.7782
서울특별시 강남구 세곡동 615 드림하이 오피스텔,서울특별시 강남구 헌릉로569길 21-30 드림하이 오피스텔 지상1층 107호108호 (세곡동),나와,208829.0585,440468.0969
서울특별시 강남구 대치동 945-22번지 ,서울특별시 강남구 영동대로85길 20-5 (대치동),봉남이네,205386.1735,445008.1309
서울특별시 강남구 신사동 666-20 지상1층101호 ,서울특별시 강남구 도산대로53길 10 (신사동지상1층101호),모시모시,203331.1113,446835.9987
서울특별시 강남구 논현동 163-2번지 1층 ,서울특별시 강남구 강남대로124길 12 1층 (논현동),대동집 서울논현점,202018.9604,445181.7548
서울특별시 강남구 도곡동 517-5번지 1층 ,서울특별시 강남구 논현로30길 32 (도곡동1층),국빈,203866.8818,442460.5904
서울특별시 강남구 논현동 118-21번지 ,서울특별시 강남구 학동로53길 3-10 지상2층 (논현동),루이스카페,203423.7122,446101.8107
서울특별시 강남구 신사동 534-22,서울특별시 강남구 강남대로160길 49 지상2층 (신사동),신사몽,201929.3036,446494.4665
서울특별시 강남구 신사동 649-7번지 아크로스 빌딩 ,서울특별시 강남구 언주로164길 24 아크로스 빌딩 지상5층 (신사동),임프레션,203067.3007,447014.371
서울특별시 강남구 삼성동 154번지 ,서울특별시 강남구 테헤란로83길 36 지상1층 (삼성동),라이언위스키,204967.3726,445285.5471
서울특별시 강남구 신사동 664-8 삼희빌딩 ,서울특별시 강남구 선릉로 837 삼희빌딩 지하1층 (신사동),베이스먼트원,203471.5172,447181.18
서울특별시 강남구 역삼동 837-18 서희스타힐스오피스텔 ,서울특별시 강남구 도곡로3길 19 서희스타힐스오피스텔 지상1층 108호 (역삼동),블리스 버거 뱅뱅사거리점,,
서울특별시 강남구 논현동 6 보코서울강남(가족호텔) ,서울특별시 강남구 도산대로 144 보코서울강남(가족호텔) 지하12층 (논현동),용창산업(주) 보코서울강남,202108.4338,446160.6182
서울특별시 강남구 논현동 164 ,서울특별시 강남구 강남대로 520 지상1층 105호 (논현동),노가리슈퍼,201962.8388,445158.312
서울특별시 강남구 논현동 114-13번지 ,서울특별시 강남구 학동로41길 14 (논현동),안방,203144.806,446081.0478
서울특별시 강남구 삼성동 154번지 ,서울특별시 강남구 테헤란로83길 36 지상1층 (삼성동),라이언위스키,204967.3726,445285.5471
서울특별시 강남구 청담동 93-13 EMPRESS빌딩,서울특별시 강남구 도산대로67길 13-3 EMPRESS빌딩 지하1층 (청담동),먼데이투선데이,203831.5146,446953.274
서울특별시 강남구 대치동 945-16번지 지하1층 ,서울특별시 강남구 영동대로85길 18 (대치동지하1층),한울타리,205430.8832,444996.2728
서울특별시 강남구 역삼동 817-34번지 지상3층 ,서울특별시 강남구 강남대로98길 14 (역삼동지상3층),가가린 철우 사주카페,202392.0046,444276.6357
서울특별시 강남구 역삼동 669-9 ,서울특별시 강남구 봉은사로30길 73 지상2층 6호 (역삼동),쏘딜리셔스 키친,203211.8592,444523.6939
서울특별시 강남구 대치동 901-23 ,서울특별시 강남구 삼성로81길 43 지상2층 3호 (대치동),실하다 푸드 Lab 대치,204729.8538,444596.8721
서울특별시 강남구 논현동 241-16 지상1층,서울특별시 강남구 학동로50길 7 (논현동지상1층),본스치킨,203472.0061,446003.9858
서울특별시 강남구 신사동 519-13번지 ,서울특별시 강남구 강남대로160길 42 3층 (신사동),시그니처,201881.8245,446457.7015
서울특별시 강남구 신사동 561-8번지 ,서울특별시 강남구 도산대로17길 10 1층 (신사동),모던오뎅,202134.1208,446353.0237
서울특별시 강남구 대치동 896-47번지 지하1층 ,서울특별시 강남구 선릉로86길 44-5 (대치동지하1층),요리가 있는 술집,204672.8252,444616.1071
서울특별시 강남구 논현동 112-14번지 지상1층 ,서울특별시 강남구 선릉로131길 18 (논현동지상1층),풍산뜰,203422.6988,446154.6053
서울특별시 강남구 신사동 588-21 ,서울특별시 강남구 도산대로 217 13층 (신사동),뷰,202630.825,446511.985
서울특별시 강남구 논현동 225-6 논현 아이파크,서울특별시 강남구 언주로 615 논현 아이파크 103동 지하1층 B132호 (논현동),아프릴로,203108.3618,445369.4291
서울특별시 강남구 신사동 620-3 지상1층,서울특별시 강남구 압구정로36길 22 (신사동지상1층),웨스턴차이나,202708.7689,447212.2191
서울특별시 강남구 논현동 97-26 ,서울특별시 강남구 언주로150길 14 지하2층 1호 (논현동),리움,203069.2121,446531.9041
서울특별시 강남구 논현동 95-16번지 지하1층 ,서울특별시 강남구 도산대로50길 13 (논현동 지하1층),플라워,203262.2602,446597.0724
서울특별시 강남구 신사동 525-19번지 ,서울특별시 강남구 논현로175길 101 (신사동),챕터1(Chapter1),201801.9219,446716.8617
서울특별시 강남구 역삼동 752-53번지 지상1층 ,서울특별시 강남구 역삼로 129 지상1층 (역삼동),에키야(역삼점),202922.8148,443574.474
서울특별시 강남구 신사동 656-1 ,서울특별시 강남구 선릉로155길 27 지상2층 (신사동),지세븐(G 7),203228.0616,447044.0511
서울특별시 강남구 논현동 268-10 ,서울특별시 강남구 봉은사로51길 20 지상1층 (논현동),티스파,203705.6304,445468.9943
서울특별시 강남구 신사동 655-6 ,서울특별시 강남구 도산대로53길 29 지하1층 (신사동),판,203350.034,446990.37
서울특별시 강남구 삼성동 144-14 채널리저브 ,서울특별시 강남구 삼성로 517 지상1층 104호 (삼성동 채널리저브),숫돌,204828.1804,445089.6729
서울특별시 강남구 도곡동 467-29번지 타워3차S동스포츠센타지상1층 ,서울특별시 강남구 언주로30길 26 지상1층 (도곡동 타워3차동스포츠센타),야마모도스시,204602.5634,442794.5745
서울특별시 강남구 삼성동 150-21번지 지상1층 ,서울특별시 강남구 삼성로104길 7 (삼성동지상1층),한탕,204811.7927,445410.9511
서울특별시 강남구 역삼동 826-37번지 쌍용플래티넘밸류 지하1층 125호 ,서울특별시 강남구 테헤란로4길 46 (역삼동쌍용플래티넘밸류 지하1층 125호),아트스시,202619.0981,443688.6917
서울특별시 강남구 역삼동 619-30 선영빌딩1층,서울특별시 강남구 봉은사로18길 90 (역삼동선영빌딩1층),한라맥주 강남점,202379.9568,444295.9247
서울특별시 강남구 역삼동 635-5 ,서울특별시 강남구 테헤란로5길 36 지하1층 (역삼동),엘라(ELAH),202499.3993,444294.5293
서울특별시 강남구 역삼동 817-15 지하1층 ,서울특별시 강남구 테헤란로1길 28-6 지하층 (역삼동),나즈드라비,202404.8402,444226.5484
서울특별시 강남구 논현동 230-18번지 ,서울특별시 강남구 언주로113길 16 (논현동),금보성,203111.9923,445234.6523
서울특별시 강남구 역삼동 818-1 ,서울특별시 강남구 강남대로96길 12 B동 1층 (역삼동),크래프트한스강남,202405.4773,444167.8972
서울특별시 강남구 신사동 544-22번지 ,서울특별시 강남구 도산대로17길 33 지상1층 (신사동),미켈러바코리아,202047.0367,446511.688
서울특별시 강남구 삼성동 159 코엑스 ,서울특별시 강남구 영동대로 513 코엑스 지상1층 (삼성동),데블스도어 코엑스점,205130.5917,445590.0968
서울특별시 강남구 역삼동 637-29 ,서울특별시 강남구 테헤란로19길 21 지하1층 (역삼동),블루밍,202852.1699,444358.7199
서울특별시 강남구 신사동 514-4 ,서울특별시 강남구 강남대로152길 28 지하1층 (신사동),세로수맥주창고,201849.4599,446154.746
